schoolnummer,intern_vplnummer,net,naam,hoofdzetel,adres,straat,huisnummer,busnummer,postcode,gemeente,niscode,provinciecode,provincie,VWO-vestigingsplaatscode,crab-code,crab-huisnr,lx,ly,kbo-nummer,telefoon,fax,e-mail,website,beheerder(s),soort instelling,onderwijsniveau,instellingstype,begindatum,einddatum,status erkenning,clb,bestuur,scholengemeenschap,taalstelsel,ingerichte hoofdstructuren
35899,1,Vrij gesubsidieerd onderwijs,"DVM Handels-, Technisch en Beroepsonderwijs",True,"Onderwijsstraat 5, 9300 Aalst",Onderwijsstraat,5,,9300,Aalst,41002,4,Oost-Vlaanderen,,62022,2317453,127039,180973,"""KBO  0410.982.466""",053 72 96 80,,kimredant@dvmhtbaalst.be,www.dvmhtbaalst.be,Redant Kim,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,974824,111583,Nederlandstalig,311-311
35907,1,Vrij gesubsidieerd onderwijs,Sint-Augustinusinstituut,True,"Leopoldlaan 9, 9300 Aalst",Leopoldlaan,9,,9300,Aalst,41002,4,Oost-Vlaanderen,,61932,24183,127826,181507,"""KBO  0730.576.977""",053 70 33 79,,info@sai-aalst.be,www.sai-aalst.be,De Bruyn Jan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,138164,111583,Nederlandstalig,311
35915,1,Vrij gesubsidieerd onderwijs,Sint-Jozefscollege,True,"Pontstraat 7, 9300 Aalst",Pontstraat,7,,9300,Aalst,41002,4,Oost-Vlaanderen,,62071,2303625,126986,180804,"""KBO  0430.526.382""",053 79 04 41,,arie.derijck@sjcaalst.be,www.sjcaalst.be,De Rijck Arie,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,968751,111583,Nederlandstalig,311-311-311
35931,1,Vrij gesubsidieerd onderwijs,DvM - Humaniora,True,"Onderwijsstraat 2, 9300 Aalst",Onderwijsstraat,2,,9300,Aalst,41002,4,Oost-Vlaanderen,,62022,74253,127024,180971,"""KBO  0479.784.566""",053 60 58 50,,directeur@dvmhumaniora.be,www.dvmhumaniora.be,Bockstal Ingrid,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,122556,111583,Nederlandstalig,311
35964,1,Vrij gesubsidieerd onderwijs,Sint-Maarteninstituut 3,True,"Esplanadeplein 6, 9300 Aalst",Esplanadeplein,6,,9300,Aalst,41002,4,Oost-Vlaanderen,,61647,1448489,126566,181305,"""KBO  0730.576.977""",053 76 95 70,,kristof.dossche@smi-aalst.be,www.smi-aalst.be,Dossche Kristof,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,138164,111583,Nederlandstalig,311
36053,1,Vrij gesubsidieerd onderwijs,Sint-Jorisinstituut,True,"Kruibekestraat 55 bus a, 9150 Kruibeke",Kruibekestraat,55,a,9150,Kruibeke,46013,4,Oost-Vlaanderen,,76833,740579,145160,204414,"""KBO  0409.932.292""",03 740 03 30,,sint.joris@sintjorisbazel.be,www.sintjorisbazel.be,Fievez Karl,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,970822,113341,Nederlandstalig,311
36111,1,Officieel gesubsidieerd onderwijs,Gemeentelijk Technisch Instituut,True,"Europalaan 1, 9120 Beveren",Europalaan,1,,9120,Beveren,46003,4,Oost-Vlaanderen,,76315,2224397,141930,211996,"""KBO  0207.462.313""",03 750 19 00,,gawein.verlot@beveren.be,www.gtibeveren.be,Verlot Gawein,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,961111,113341,Nederlandstalig,311
36152,1,Vrij gesubsidieerd onderwijs,Sint-Vincentiuscollege,True,"Kloosterstraat 15, 9255 Buggenhout",Kloosterstraat,15,,9255,Buggenhout,42004,4,Oost-Vlaanderen,,64898,1157696,138122,189454,"""KBO  0429.080.092""",052 33 30 09,,directie@sivibu.be,www.sivibu.be,DE BIE Nele,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,974816,113332,Nederlandstalig,311-311
36202,1,Vrij gesubsidieerd onderwijs,Vrij Technisch Instituut Deinze,True,"Leon Declercqstraat 1, 9800 Deinze",Leon Declercqstraat,1,,9800,Deinze,44083,4,Oost-Vlaanderen,,205816,4390059,91136,186733,"""KBO  0408.626.653""",09 381 60 80,,vti.deinze@vtideinze.be,www.vtideinze.be,HEYERICK SAM,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115055,972117,113308,Nederlandstalig,311
36228,1,Vrij gesubsidieerd onderwijs,Leiepoort Deinze campus Sint-Theresia,True,"Gentpoortstraat 37, 9800 Deinze",Gentpoortstraat,37,,9800,Deinze,44083,4,Oost-Vlaanderen,,205646,4397891,91056,186384,"""KBO  0461.266.969""",09 381 51 21,,sinttheresia@leiepoort.be,www.leiepoort.be,Goethals Bart,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115055,108647,113308,Nederlandstalig,311
36285,1,Vrij gesubsidieerd onderwijs,Óscar Romerocollege 2,True,"Kerkstraat 60, 9200 Dendermonde",Kerkstraat,60,,9200,Dendermonde,42006,4,Oost-Vlaanderen,,65192,2414107,130867,191326,"""KBO  0415.819.204""",052 25 88 79,,algemene.directie@romerocollege.be,www.romerocollege.be,DE WILDE TOMAS,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,968842,113332,Nederlandstalig,311-311-311-311-311-311-311-311-311
36301,17,Vrij gesubsidieerd onderwijs,Óscar Romerocollege 3,True,"Kerkstraat 60, 9200 Dendermonde",Kerkstraat,60,,9200,Dendermonde,42006,4,Oost-Vlaanderen,,65192,2414107,130867,191326,"""KBO  0415.819.204""",052 21 17 96,,algemene.directie@romerocollege.be,www.romerocollege.be,Ardans Bea,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs en deeltijds beroepsonderwijs,01/01/0001,31/12/4444,S,115022,968842,113332,Nederlandstalig,311-311-312-311-311-311-311-311-311-311-311-312
36335,1,Vrij gesubsidieerd onderwijs,Óscar Romerocollege 4,True,"Kerkstraat 60, 9200 Dendermonde",Kerkstraat,60,,9200,Dendermonde,42006,4,Oost-Vlaanderen,,65192,2414107,130867,191326,"""KBO  0415.819.204""",052 25 88 79,,algemene.directie@romerocollege.be,www.romerocollege.be,Deblauwe Joeri,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,968842,113332,Nederlandstalig,311-311-311-311-311-311-311-311-311
36343,7,Vrij gesubsidieerd onderwijs,Óscar Romerocollege 5,True,"Kerkstraat 60, 9200 Dendermonde",Kerkstraat,60,,9200,Dendermonde,42006,4,Oost-Vlaanderen,,65192,2414107,130867,191326,"""KBO  0415.819.204""",052 25 88 79,,algemene.directie@romerocollege.be,www.romerocollege.be,De Smet Patrick,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,968842,113332,Nederlandstalig,311-311-311-311-311-311-311-311-311
36418,1,Vrij gesubsidieerd onderwijs,Onze-Lieve-Vrouw-ten-Doorn,True,"Zuidmoerstraat 125, 9900 Eeklo",Zuidmoerstraat,125,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67180,1235326,93901,208204,"""KBO  0410.415.215""",09 377 13 26,,info@coltd.be,www.collegetendoorn.be,Willems Annick,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115063,965574,112417,Nederlandstalig,311
36467,1,Officieel gesubsidieerd onderwijs,Richtpunt campus Eeklo,True,"Roze 131, 9900 Eeklo",Roze,131,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67112,231211,94498,209311,"""KBO  0207.725.795""",09 370 73 73,,info@richtpunteeklo.be,www.richtpunteeklo.be,Van Dessel Jan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs en deeltijds beroepsonderwijs,01/01/0001,31/12/4444,S,114462,960088,111559,Nederlandstalig,311-312
36475,1,Vrij gesubsidieerd onderwijs,Sint-Leoinstituut,True,"Zuidmoerstraat 125, 9900 Eeklo",Zuidmoerstraat,125,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67180,1235326,93901,208204,"""KBO  0410.415.215""",09 377 13 26,,info@coltd.be,www.collegetendoorn.be,Malfrère Véronique,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115063,965574,112417,Nederlandstalig,311
36483,1,Vrij gesubsidieerd onderwijs,Sint-Annainstituut,True,"Zuidmoerstraat 125, 9900 Eeklo",Zuidmoerstraat,125,,9900,Eeklo,43005,4,Oost-Vlaanderen,,67180,1235326,93901,208204,"""KBO  0410.415.215""",09 377 13 26,,info@coltd.be,www.collegetendoorn.be,Maeyens Carina,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115063,965574,112417,Nederlandstalig,311
36491,1,Vrij gesubsidieerd onderwijs,VLOT!,True,"Eksaarde-dorp 1A, 9160 Lokeren",Eksaarde-dorp,1A,,9160,Lokeren,46014,4,Oost-Vlaanderen,,77004,1850163,121091,204056,"""KBO  0410.048.989""",09 346 81 50,,sint-teresia@vlot.be,www.vlot-stc.be,Pollaert Koen,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,971937,111336,Nederlandstalig,311-311-311-311-311-311
36517,1,Vrij gesubsidieerd onderwijs,Sint-Franciscus Evergem,True,"Schepenhuisstraat 4, 9940 Evergem",Schepenhuisstraat,4,,9940,Evergem,44019,4,Oost-Vlaanderen,,69236,2747490,103691,199970,"""KBO  0455.490.125""",09 253 71 76,,directie@sfevergem.be,www.sfevergem.be,Desmet Annemieke,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,108845,113274,Nederlandstalig,311
36566,1,Vrij gesubsidieerd onderwijs,Sint-Catharinacollege2,True,"Kleine Karmelietenstraat 3, 9500 Geraardsbergen",Kleine Karmelietenstraat,3,,9500,Geraardsbergen,41018,4,Oost-Vlaanderen,,62663,2509327,115346,162815,"""KBO  0415.824.152""",054 43 30 82,,info@sintcatharinacollege.be,www.sintcatharinacollege.be,De Craene Hilde,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114538,969071,111492,Nederlandstalig,311-311-311-311-311
36608,1,Vrij gesubsidieerd onderwijs,Sint-Catharinacollege1,True,"Collegestraat 11, 9500 Geraardsbergen",Collegestraat,11,,9500,Geraardsbergen,41018,4,Oost-Vlaanderen,,62673,1699209,115317,162556,"""KBO  0415.824.152""",054 41 24 37,,info@sintcatharinacollege.be,www.sintcatharinacollege.be,Santens Filip,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114538,969071,111492,Nederlandstalig,311-311-311-311-311
36616,1,Vrij gesubsidieerd onderwijs,Sint-Jozefsinstituut,True,"Karmelietenstraat 57, 9500 Geraardsbergen",Karmelietenstraat,57,,9500,Geraardsbergen,41018,4,Oost-Vlaanderen,,62649,2893335,115439,162903,"""KBO  0444.397.679""",054 41 24 12,,infosec@sint-jozefsinstituut.be,www.sint-jozefsinstituut.be,Roeland Karll,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114538,53843,111492,Nederlandstalig,311
36624,1,Officieel gesubsidieerd onderwijs,Richtpunt campus Gent Henleykaai,True,"Henleykaai 83, 9000 Gent",Henleykaai,83,,9000,Gent,44021,4,Oost-Vlaanderen,,70346,1901812,104209,192656,"""KBO  0207.725.795""",09 267 12 10,,infocampushenley@richtpuntgent.be,www.richtpuntgent.be,De Vetter Paulette,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114454,960088,112771,Nederlandstalig,311
36699,1,Officieel gesubsidieerd onderwijs,Richtpunt campus Gent Godshuizenlaan,True,"Godshuizenlaan 65-75, 9000 Gent",Godshuizenlaan,65-75,,9000,Gent,44021,4,Oost-Vlaanderen,,70195,1120652,104201,192789,"""KBO  0207.725.795""",09 267 12 60,,infocampusgodshuizen@richtpuntgent.be,www.richtpuntgent.be,Bockstaele Jurgen,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114454,960088,112771,Nederlandstalig,311
36715,1,Vrij gesubsidieerd onderwijs,Hoger Technisch Instituut Sint-Antonius,True,"Holstraat 66, 9000 Gent",Holstraat,66,,9000,Gent,44021,4,Oost-Vlaanderen,,70404,2500018,104107,193811,"""KBO  0725.908.903""",09 235 04 20,,katleen.immesoete@htisa.be,www.htisa.be,Immesoete Katleen,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs en deeltijds beroepsonderwijs,01/01/0001,31/12/4444,S,115014,139741,113282,Nederlandstalig,311-312-311
36764,2,Officieel gesubsidieerd onderwijs,Hotelschool Gent,True,"Lange Violettestraat 12, 9000 Gent",Lange Violettestraat,12,,9000,Gent,44021,4,Oost-Vlaanderen,,70853,2620716,105482,193318,"""KBO  0207.451.227""",09 323 57 50,,hotelschool.directeur@onderwijs.gent.be,www.hotelschoolgent.be,De Wispelaere Luc,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114231,975789,111542,Nederlandstalig,311-311
36913,1,Vrij gesubsidieerd onderwijs,Sint-Lievenscollege Business,True,"Steendam 27, 9000 Gent",Steendam,27,,9000,Gent,44021,4,Oost-Vlaanderen,,71719,2923978,105205,194322,"""KBO  0725.908.903""",09 225 89 07,,business@sintlievenscollege.be,https://www.slcb.be/,Provoost Wim,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,139741,113282,Nederlandstalig,311-311-311
36939,1,Vrij gesubsidieerd onderwijs,Vrij Instituut voor Secundair Onderwijs - Gent,True,"Industrieweg 230, 9030 Gent",Industrieweg,230,,9030,Gent,44021,4,Oost-Vlaanderen,,70460,3080095,101100,197722,"""KBO  0428.337.152""",09 216 36 36,,info@viso.be,www.viso.be,Thienpont Annick,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,974717,113282,Nederlandstalig,311-311
36954,1,Vrij gesubsidieerd onderwijs,Sint-Pietersinstituut bovenbouw,True,"Koning Albertlaan 70, 9000 Gent",Koning Albertlaan,70,,9000,Gent,44021,4,Oost-Vlaanderen,,70738,352154,103856,192240,"""KBO  0415.432.291""",09 222 14 52,,renata.janssens@sintpietersgent.be,www.sintpietersgent.be,Janssens Renata,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,968115,113291,Nederlandstalig,311
36962,1,Vrij gesubsidieerd onderwijs,Sint-Barbaracollege,True,"Savaanstraat 33, 9000 Gent",Savaanstraat,33,,9000,Gent,44021,4,Oost-Vlaanderen,,71506,1632684,104837,193415,"""KBO  0430.620.216""",09 235 72 50,,info@sint-barbara.be,sint-barbara.be,Dalcq Guy,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,968107,113282,Nederlandstalig,311-311
36996,1,Vrij gesubsidieerd onderwijs,Sint-Bavohumaniora,True,"Reep 4, 9000 Gent",Reep,4,,9000,Gent,44021,4,Oost-Vlaanderen,,71410,492073,105197,193792,"""KBO  0414.115.863""",09 267 96 11,,sint.bavohumaniora@sbhg.be,www.sbhg.be,Allaert Hilde,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,971861,113282,Nederlandstalig,311
37028,1,Vrij gesubsidieerd onderwijs,Humaniora Nieuwen Bosch,True,"Lange Violettestraat 65, 9000 Gent",Lange Violettestraat,65,,9000,Gent,44021,4,Oost-Vlaanderen,,70853,91000,105512,193200,"""KBO  0725.908.903""",09 223 96 08,,ulrik.deroover@nieuwenbosch.be,www.nieuwenbosch.be,Danschutter Wim,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,139741,113282,Nederlandstalig,311
37069,1,Vrij gesubsidieerd onderwijs,Instituut voor Verpleegkunde Sint-Vincentius,True,"Molenaarsstraat 30, 9000 Gent",Molenaarsstraat,30,,9000,Gent,44021,4,Oost-Vlaanderen,,71079,3386360,104394,194805,"""KBO  0414.054.891""",09 235 82 40,,ivv@ivv-gent.be,www.ivv-gent.be,Mouton Debbie,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,971853,113282,Nederlandstalig,311-311-311-311-311
37085,1,Vrij gesubsidieerd onderwijs,IVG-School,True,"Nederkouter 112, 9000 Gent",Nederkouter,112,,9000,Gent,44021,4,Oost-Vlaanderen,,71115,1144709,104627,193197,"""KBO  0409.269.229""",09 265 70 60,,info@ivgschool.be,www.ivgschool.be,SZAFIRO Olivier,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114454,968181,112771,Nederlandstalig,311
37259,1,Vrij gesubsidieerd onderwijs,Instituut Sint-Vincentius a Paulo,True,"Pachthofstraat 3, 9308 Aalst",Pachthofstraat,3,,9308,Aalst,41002,4,Oost-Vlaanderen,,143512,2393854,127573,186143,"""KBO  0413.716.876""",053 72 93 40,,info@svi-gijzegem.be,www.svi-gijzegem.be,Grysolle Marie-Christine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,968818,111583,Nederlandstalig,311
37275,1,Officieel gesubsidieerd onderwijs,Richtpunt Campus Hamme,True,"Meulenbroekstraat 15, 9220 Hamme",Meulenbroekstraat,15,,9220,Hamme,42008,4,Oost-Vlaanderen,,65592,4491502,133555,198957,"""KBO  0207.725.795""",052 47 83 54,,info@richtpunthamme.be,www.richtpunthamme.be,Van Dender Greet,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114413,960088,111658,Nederlandstalig,311
37309,1,Vrij gesubsidieerd onderwijs,KOHa Sint-Jozef,True,"Jagerstraat 5, 9220 Hamme",Jagerstraat,5,,9220,Hamme,42008,4,Oost-Vlaanderen,,65548,2168368,133700,198838,"""KBO  0419.171.246""",052 47 92 84,,sintjozef@kohamme.be,www.kohamme.be,Onghena Joost,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,968511,111336,Nederlandstalig,311
37317,1,Vrij gesubsidieerd onderwijs,KOHa Heilig Hart,True,"Slangstraat 12, 9220 Hamme",Slangstraat,12,,9220,Hamme,42008,4,Oost-Vlaanderen,,65645,179188,133636,198434,"""KBO  0419.171.246""",052 47 24 81,,heilighart@kohamme.be,www.kohamme.be,Berckmoes-Joos Caroline,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,968511,111336,Nederlandstalig,311
37325,1,Vrij gesubsidieerd onderwijs,Sint-Paulusinstituut,True,"Burgemeester Matthysstraat 5, 9550 Herzele",Burgemeester Matthysstraat,5,,9550,Herzele,41027,4,Oost-Vlaanderen,,63031,14813,116365,175147,"""KBO  0431.653.067""",053 62 33 82,,info@sint-paulus.be,www.sint-paulus.be,De Laet Inge,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115048,972059,113324,Nederlandstalig,311
37499,1,Vrij gesubsidieerd onderwijs,VLOT!,True,"Prosper Thuysbaertlaan 1, 9160 Lokeren",Prosper Thuysbaertlaan,1,,9160,Lokeren,46014,4,Oost-Vlaanderen,,77209,562252,123288,199560,"""KBO  0410.048.989""",09 348 17 09,,sint-laurentius@vlot.be,www.vlot-vti.be,Van Den Bremt Carlo,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,971937,111336,Nederlandstalig,311-311-311-311-311-311
37523,1,Vrij gesubsidieerd onderwijs,VLOT!,True,"Markt 48, 9160 Lokeren",Markt,48,,9160,Lokeren,46014,4,Oost-Vlaanderen,,77148,2078064,123619,199368,"""KBO  0410.048.989""",09 340 57 70,,sint-lodewijk@vlot.be,www.vlot-slc.be/,Saegeman Evelien,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,971937,111336,Nederlandstalig,311-311-311-311-311-311
37531,6,Vrij gesubsidieerd onderwijs,VLOT!,True,"H.-Hartlaan 1A, 9160 Lokeren",H.-Hartlaan,1A,,9160,Lokeren,46014,4,Oost-Vlaanderen,,77041,4458919,123278,199061,"""KBO  0410.048.989""",,, , ,Boelens Veerle,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115022,971937,111336,Nederlandstalig,311-311-311-311-311-311
37556,1,Vrij gesubsidieerd onderwijs,Virgo Sapientiae Instituut,True,"Marktstraat 15, 9990 Maldegem",Marktstraat,15,,9990,Maldegem,43010,4,Oost-Vlaanderen,,67421,2999798,85481,211286,"""KBO  0425.500.891""",050 72 98 82,,bovenbouw@maricolen.be,www.maricolen.be,Snauwaert An,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115063,114173,112417,Nederlandstalig,311
37581,1,Vrij gesubsidieerd onderwijs,Visitatie,True,"Zandloperstraat 8, 9030 Gent",Zandloperstraat,8,,9030,Gent,44021,4,Oost-Vlaanderen,,72060,382135,101588,195965,"""KBO  0406.633.304""",09 226 76 83,,christine.desmaele@visitatie.be,www.visitatie.be,Desmaele Christine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,968081,113274,Nederlandstalig,311
37598,1,Vrij gesubsidieerd onderwijs,Sint-Franciscusinstituut,True,"Tuinstraat 105, 9090 Melle",Tuinstraat,105,,9090,Melle,44040,4,Oost-Vlaanderen,,72672,429718,107993,189954,"""KBO  0408.448.984""",09 230 79 11,,contact@sfimelle.be,www.sfimelle.be,Dewulf Delphine,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,971961,113291,Nederlandstalig,311
37606,1,Vrij gesubsidieerd onderwijs,College der Paters Jozefieten,True,"Brusselsesteenweg 459, 9090 Melle",Brusselsesteenweg,459,,9090,Melle,44040,4,Oost-Vlaanderen,,72586,166003,110800,187827,"""KBO  0444.321.465""",09 252 11 09,,dir.SO@collegemelle.be,www.collegemelle.be,De Gendt Jan,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,53835,113291,Nederlandstalig,311
37614,1,Vrij gesubsidieerd onderwijs,Sint-Franciscusinstituut,True,"Tuinstraat 105, 9090 Melle",Tuinstraat,105,,9090,Melle,44040,4,Oost-Vlaanderen,,72672,429718,107993,189954,"""KBO  0408.448.984""",09 230 79 11,,contact@sfimelle.be,www.sfimelle.be,De Witte Francis,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,115014,971961,113291,Nederlandstalig,311
37648,1,Vrij gesubsidieerd onderwijs,Sint-Jozefschool,True,"Kloosterstraat 31, 9420 Erpe-Mere",Kloosterstraat,31,,9420,Erpe-Mere,41082,4,Oost-Vlaanderen,,64510,4459309,122336,179411,"""KBO  0410.982.466""",053 83 22 98,,info@sintjozefschoolmere.be,www.sintjozefmere.be,De Coninck Kristof,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114546,974824,111583,Nederlandstalig,311
37655,1,Gemeenschapsonderwijs,GO! atheneum Merelbeke,True,"Potaardeberg 59, 9820 Merelbeke",Potaardeberg,59,,9820,Merelbeke,44043,4,Oost-Vlaanderen,,72871,2126110,105873,186972,"""KBO  0267.383.270""",09 230 76 96,,info@atheneummerelbeke.be,www.atheneummerelbeke.be,De Schinckel Jethro,Onderwijsinstelling,SO,School voor voltijds gewoon secundair onderwijs,01/01/0001,31/12/4444,S,114454,114017,112771,Nederlandstalig,311-311-311
